Date,Open,High,Low,Close,Volume
2025-01-07,11514.95,11635.15,11485.15,11618.55,197212.0
2025-01-08,11618.55,11629.95,11370.0,11403.55,159583.0
2025-01-09,11403.55,11432.45,11183.0,11259.8,196555.0
2025-01-10,11203.25,11287.25,10837.55,10865.2,228618.0
2025-01-13,10700.0,10830.0,10593.4,10615.15,225902.0
2025-01-14,10570.0,10733.0,10462.0,10483.75,344404.0
2025-01-15,10540.0,10643.4,10466.75,10521.65,371459.0
2025-01-16,10590.0,10807.6,10550.0,10636.2,375910.0
2025-01-17,10636.2,10723.95,10500.1,10580.0,297759.0
2025-01-20,10587.4,10652.8,10484.25,10624.45,332061.0
2025-01-21,10677.5,10968.05,10642.05,10667.8,593842.0
2025-01-22,10700.0,10797.8,10606.75,10693.75,249552.0
2025-01-23,10690.0,11571.45,10689.95,11420.9,1510866.0
2025-01-24,11251.0,11609.7,11222.4,11285.85,545939.0
2025-01-27,11260.0,11360.0,11150.0,11239.5,414994.0
2025-01-28,11215.0,11411.6,11066.0,11296.35,436707.0
2025-01-29,11296.35,11574.95,11260.85,11544.85,377755.0
2025-01-30,11544.85,11612.5,11450.0,11479.4,274820.0
2025-01-31,11488.65,11599.0,11392.15,11487.45,361656.0
2025-02-01,11544.9,11787.0,10798.25,11259.15,513602.0
2025-02-03,11120.25,11282.8,10951.4,11174.65,450593.0
2025-02-04,11200.1,11547.85,11112.15,11519.15,314752.0
2025-02-05,11519.1,11632.85,11433.0,11585.7,236897.0
2025-02-06,11577.2,11619.55,11327.7,11477.35,308664.0
2025-02-07,11501.1,11733.0,11475.05,11640.6,310549.0
2025-02-10,11520.0,11613.7,11490.0,11532.3,262455.0
2025-02-11,11497.0,11515.6,11240.25,11300.2,301338.0
2025-02-12,11300.0,11599.0,11074.6,11478.5,347198.0
2025-02-13,11500.0,11649.9,11422.2,11546.45,336128.0
2025-02-14,11589.0,11589.0,11182.0,11263.85,279199.0
2025-02-17,11219.0,11509.9,11043.4,11490.1,166053.0
2025-02-18,11450.0,11460.6,11251.0,11308.9,268795.0
2025-02-19,11290.0,11460.0,11231.0,11291.55,157580.0
2025-02-20,11291.1,11330.0,11245.2,11287.6,142187.0
2025-02-21,11265.0,11290.0,10990.0,11157.25,320240.0
2025-02-24,11008.65,11170.0,10975.05,11042.65,175294.0
2025-02-25,11042.65,11054.25,10841.0,10964.15,296499.0
2025-02-27,10800.0,10800.0,10264.4,10447.65,1722295.0
2025-02-28,10490.0,10490.0,10047.85,10128.45,1230856.0
2025-03-03,10319.25,10621.8,10283.15,10340.8,835344.0
2025-03-04,10250.0,10454.8,10240.0,10370.1,352922.0
2025-03-05,10387.9,10506.8,10295.25,10464.2,310832.0
2025-03-06,10539.8,10540.0,10317.2,10493.5,365920.0
2025-03-07,10501.0,10609.6,10446.7,10582.4,302339.0
2025-03-10,10589.0,10645.6,10477.0,10520.1,165649.0
2025-03-11,10411.0,10508.55,10356.25,10439.25,180753.0
2025-03-12,10480.0,10549.8,10362.0,10520.4,299765.0
2025-03-13,10520.0,10520.0,10380.1,10452.1,219474.0
2025-03-17,10546.5,10577.35,10448.0,10547.1,212061.0
2025-03-18,10570.0,10745.0,10551.0,10698.1,354620.0
2025-03-19,10710.0,10945.1,10700.0,10933.25,269175.0
2025-03-20,10931.15,11240.0,10816.0,10948.15,549251.0
2025-03-21,11019.0,11064.0,10885.65,10976.75,656565.0
2025-03-24,11018.95,11077.95,10853.85,11051.2,294688.0
2025-03-25,11240.0,11478.85,11204.7,11421.2,754457.0
2025-03-26,11381.0,11487.0,11300.0,11402.1,401569.0
2025-03-27,11400.5,11629.95,11350.0,11599.6,406112.0
2025-03-28,11585.5,11699.0,11458.65,11509.55,280960.0
2025-04-01,11350.0,11565.65,11337.15,11378.65,263144.0
2025-04-02,11360.0,11360.0,11178.1,11250.95,376468.0
2025-04-03,11189.0,11650.05,11155.0,11606.6,361884.0
2025-04-04,11599.0,11613.5,11421.0,11498.65,222191.0
2025-04-07,11200.0,11300.05,11015.05,11191.6,484513.0
2025-04-08,11317.75,11542.75,11240.8,11270.45,602120.0
2025-04-09,11288.85,11423.0,11180.0,11397.05,230611.0
2025-04-11,11842.35,11842.35,11454.05,11502.65,351037.0
2025-04-15,11749.0,11749.0,11581.0,11719.0,345260.0
2025-04-16,11667.0,11827.0,11667.0,11728.0,268150.0
2025-04-17,11667.0,11922.0,11600.0,11901.0,290473.0
2025-04-21,11816.0,12110.0,11781.0,11934.0,230595.0
2025-04-22,11934.0,12017.0,11850.0,11959.0,334667.0
