Date,Open,High,Low,Close,Volume
2025-01-07,5910.0,5936.95,5875.0,5907.95,303309.0
2025-01-08,5930.0,5965.85,5822.2,5868.4,213589.0
2025-01-09,5861.7,5905.55,5811.75,5824.55,98271.0
2025-01-10,5800.0,5840.0,5715.2,5771.35,384413.0
2025-01-13,5824.0,5887.5,5654.35,5732.5,770897.0
2025-01-14,5761.1,6006.45,5749.35,5990.3,439344.0
2025-01-15,6000.35,6000.4,5768.5,5876.85,483267.0
2025-01-16,5840.0,5952.8,5755.7,5916.05,428736.0
2025-01-17,5930.5,5938.85,5871.7,5916.05,177031.0
2025-01-20,5917.0,6028.0,5840.05,6000.6,309737.0
2025-01-21,6011.7,6068.05,5806.3,5818.9,437884.0
2025-01-22,5838.55,5846.9,5755.0,5812.5,513868.0
2025-01-23,5780.4,5905.05,5780.4,5850.95,449602.0
2025-01-24,5850.0,5900.4,5707.3,5762.6,387486.0
2025-01-27,5725.5,5749.0,5546.0,5576.75,243092.0
2025-01-28,5580.4,5585.0,5351.65,5410.2,588891.0
2025-01-29,5374.1,5648.0,5361.5,5620.15,241519.0
2025-01-30,5621.1,5791.6,5601.8,5735.9,234255.0
2025-01-31,5717.55,5750.95,5548.9,5577.7,429090.0
2025-02-01,5589.0,5653.85,5510.0,5618.55,108307.0
2025-02-03,5619.0,5955.1,5471.0,5884.1,1299208.0
2025-02-04,6049.95,6230.0,5972.7,6096.25,1307734.0
2025-02-05,6060.55,6207.2,6007.5,6123.5,389786.0
2025-02-06,6148.3,6205.9,6098.05,6119.7,373619.0
2025-02-07,6116.55,6161.5,6080.5,6140.55,153029.0
2025-02-10,6142.0,6179.0,5921.65,5938.8,284788.0
2025-02-11,5949.95,5964.8,5862.1,5946.75,443166.0
2025-02-12,5946.75,6000.0,5805.0,5969.85,292103.0
2025-02-13,5999.7,6155.0,5984.75,6010.5,667461.0
2025-02-14,6017.3,6060.0,5766.05,5843.75,294685.0
2025-02-17,5832.0,5940.0,5760.25,5923.75,207670.0
2025-02-18,5950.0,5978.9,5793.0,5839.7,283564.0
2025-02-19,5810.0,5956.25,5740.0,5934.9,337225.0
2025-02-20,5915.0,5987.95,5892.3,5978.3,292029.0
2025-02-21,5960.0,5998.3,5684.15,5757.05,1003530.0
2025-02-24,5680.4,5750.7,5664.45,5702.55,306309.0
2025-02-25,5701.0,5774.3,5664.8,5726.4,188012.0
2025-02-27,5726.4,5785.0,5579.25,5615.8,257921.0
2025-02-28,5600.0,5600.0,5364.85,5480.25,564464.0
2025-03-03,5480.25,5572.4,5360.65,5540.25,308548.0
2025-03-04,5500.0,5556.95,5457.85,5517.7,142095.0
2025-03-05,5460.0,5563.05,5460.0,5516.55,392202.0
2025-03-06,5549.95,5645.95,5549.95,5568.7,280218.0
2025-03-07,5553.3,5619.8,5528.4,5578.75,187672.0
2025-03-10,5578.75,5631.65,5486.85,5514.25,281666.0
2025-03-11,5454.0,5578.2,5414.25,5546.25,211471.0
2025-03-12,5525.0,5677.1,5481.7,5667.15,345394.0
2025-03-13,5695.5,5758.25,5604.0,5620.45,219553.0
2025-03-17,5620.45,5695.0,5582.05,5670.85,133663.0
2025-03-18,5680.0,5809.0,5627.0,5772.95,397067.0
2025-03-19,5780.0,5850.0,5742.05,5818.1,231264.0
2025-03-20,5850.0,5865.8,5805.0,5822.1,252148.0
