Date,Open,High,Low,Close,Volume
2025-01-07,3490.0,3576.7,3485.0,3505.1,2389563.0
2025-01-08,3487.65,3514.5,3391.3,3484.05,1317377.0
2025-01-09,3485.95,3506.45,3461.55,3487.05,826237.0
2025-01-10,3462.0,3488.0,3428.75,3440.25,570060.0
2025-01-13,3380.0,3467.0,3352.5,3382.75,1282557.0
2025-01-14,3400.0,3429.0,3310.0,3322.5,1133561.0
2025-01-15,3322.0,3340.5,3283.0,3323.5,1169593.0
2025-01-16,3327.0,3338.85,3282.0,3316.9,1170734.0
2025-01-17,3319.9,3368.0,3285.05,3357.4,559153.0
2025-01-20,3374.1,3407.7,3347.5,3382.25,722342.0
2025-01-21,3400.95,3412.7,3335.15,3353.35,1016047.0
2025-01-22,3354.8,3385.0,3334.65,3356.45,598329.0
2025-01-23,3356.45,3433.0,3325.5,3398.55,713603.0
2025-01-24,3407.0,3447.65,3380.45,3402.15,564244.0
2025-01-27,3388.0,3401.95,3307.25,3319.35,618309.0
2025-01-28,3319.35,3370.85,3299.55,3325.9,579957.0
2025-01-29,3339.2,3375.0,3309.05,3370.75,570137.0
2025-01-30,3370.65,3390.0,3345.2,3368.4,688608.0
2025-01-31,3400.0,3527.45,3392.4,3490.25,1212261.0
2025-02-01,3527.0,3635.15,3408.0,3552.0,2186692.0
2025-02-03,3565.0,3642.55,3551.75,3580.3,1543897.0
2025-02-04,3590.0,3614.0,3520.0,3597.7,1279779.0
2025-02-05,3596.0,3652.0,3472.2,3490.9,2165947.0
2025-02-06,3490.9,3504.25,3397.85,3410.75,1059617.0
2025-02-07,3414.9,3453.9,3388.2,3424.8,740155.0
2025-02-10,3415.0,3425.0,3311.0,3327.45,904436.0
2025-02-11,3334.7,3348.0,3271.6,3281.8,903965.0
2025-02-12,3282.75,3317.4,3212.6,3255.45,774619.0
2025-02-13,3250.25,3277.95,3215.2,3231.5,727243.0
2025-02-14,3236.3,3253.0,3186.45,3213.25,587411.0
2025-02-17,3195.25,3238.5,3176.0,3233.2,712614.0
2025-02-18,3234.8,3244.0,3192.3,3221.85,592636.0
2025-02-19,3220.0,3253.65,3191.8,3210.3,521953.0
2025-02-20,3210.0,3218.65,3188.15,3191.45,653151.0
2025-02-21,3191.45,3205.95,3162.25,3179.9,407794.0
2025-02-24,3131.0,3187.95,3131.0,3173.0,431232.0
2025-02-25,3140.0,3211.5,3136.55,3198.8,642281.0
2025-02-27,3198.8,3228.0,3176.95,3223.1,604023.0
2025-02-28,3202.0,3217.95,3060.0,3077.25,1322618.0
2025-03-03,3090.0,3102.1,3057.75,3082.0,516171.0
2025-03-04,3050.0,3070.0,3017.0,3048.5,1186136.0
2025-03-05,3048.5,3107.45,3035.7,3086.55,579883.0
2025-03-06,3091.2,3131.65,3047.0,3121.1,1399483.0
2025-03-07,3121.1,3124.6,3074.65,3079.35,1020056.0
2025-03-10,3080.0,3083.0,3021.1,3026.8,855408.0
2025-03-11,3015.0,3055.9,3010.0,3046.4,576260.0
