Date,Open,High,Low,Close,Volume
2025-01-07,3110.0,3131.3,3081.75,3108.85,1978328.0
2025-01-08,3135.0,3135.0,3057.0,3086.1,2715102.0
2025-01-09,3103.8,3157.9,3085.35,3126.5,2434207.0
2025-01-10,3110.0,3149.6,3055.0,3092.85,2341303.0
2025-01-13,3053.65,3066.85,2993.45,2999.65,2207294.0
2025-01-14,3000.0,3078.45,2999.65,3049.5,2851530.0
2025-01-15,3057.1,3063.95,2951.0,2960.25,2440803.0
2025-01-16,2978.15,2997.4,2945.0,2980.6,2598449.0
2025-01-17,2969.95,2970.35,2903.1,2917.35,2002830.0
2025-01-20,2910.0,2935.95,2877.3,2888.1,2905527.0
2025-01-21,2900.1,2907.0,2808.9,2821.3,3381309.0
2025-01-22,2848.0,2851.9,2805.85,2826.45,3133157.0
2025-01-23,2826.45,2899.4,2810.0,2886.45,2650506.0
2025-01-24,2875.0,2896.0,2790.0,2801.4,2665366.0
2025-01-27,2772.3,2846.9,2754.15,2831.6,2022141.0
2025-01-28,2835.0,2925.0,2784.0,2870.6,2432787.0
2025-01-29,2883.95,2933.5,2856.3,2924.35,1808565.0
2025-01-30,2924.35,3008.9,2919.0,2971.45,3055352.0
2025-01-31,2970.0,3049.85,2955.1,2989.85,2412370.0
2025-02-01,2990.0,3098.95,2990.0,3076.75,2674573.0
2025-02-03,3056.6,3187.95,3044.75,3173.3,3664084.0
2025-02-04,3225.0,3270.55,3137.85,3189.05,3862456.0
2025-02-05,3189.05,3218.65,3142.0,3178.75,2264208.0
2025-02-06,3170.0,3180.85,3121.25,3139.95,2341341.0
2025-02-07,3168.0,3219.95,3110.0,3198.45,4790111.0
2025-02-10,3209.2,3270.95,3128.8,3137.25,3852783.0
2025-02-11,3146.85,3154.0,3071.1,3085.95,2470280.0
2025-02-12,3068.55,3075.0,2955.1,2987.2,4609887.0
2025-02-13,3024.95,3047.0,2971.05,2978.0,2481783.0
2025-02-14,2999.0,3020.0,2907.05,2942.6,1959802.0
2025-02-17,2940.8,2955.0,2792.25,2831.95,4773279.0
2025-02-18,2844.0,2845.0,2755.9,2790.05,2301836.0
2025-02-19,2750.0,2782.65,2728.0,2757.4,2671072.0
2025-02-20,2745.1,2844.5,2690.05,2839.45,3799854.0
2025-02-21,2815.2,2815.2,2653.35,2669.35,8940621.0
