Date,Open,High,Low,Close,Volume
2025-01-07,2272.0,2316.0,2272.0,2292.6,740798.0
2025-01-08,2287.05,2338.0,2272.7,2334.35,1439655.0
2025-01-09,2341.9,2361.4,2321.3,2350.2,1362314.0
2025-01-10,2335.6,2348.9,2316.0,2320.75,1214382.0
2025-01-13,2291.75,2301.9,2246.4,2252.65,1181928.0
2025-01-14,2269.0,2286.35,2237.0,2239.95,1317678.0
2025-01-15,2249.0,2253.75,2220.0,2229.7,1308999.0
2025-01-16,2239.0,2239.85,2207.8,2215.6,1936132.0
2025-01-17,2225.65,2269.05,2212.5,2261.0,878871.0
2025-01-20,2272.25,2286.9,2251.0,2280.55,555730.0
2025-01-21,2280.55,2315.0,2255.0,2260.35,1410331.0
2025-01-22,2270.0,2270.0,2244.9,2262.1,835523.0
2025-01-23,2262.1,2301.8,2246.2,2276.35,1142498.0
2025-01-24,2283.0,2296.55,2255.05,2262.4,543217.0
2025-01-27,2255.3,2277.75,2246.2,2251.5,1097947.0
2025-01-28,2260.0,2267.05,2234.1,2241.8,897503.0
2025-01-29,2241.8,2246.8,2212.05,2223.15,1281122.0
2025-01-30,2223.15,2259.25,2215.0,2249.85,1155749.0
2025-01-31,2255.0,2305.0,2234.85,2300.8,1292925.0
2025-02-01,2312.0,2389.0,2285.3,2351.15,1318652.0
2025-02-03,2351.15,2364.45,2277.7,2292.25,1070392.0
2025-02-04,2304.65,2418.6,2263.75,2354.35,5373740.0
2025-02-05,2269.0,2295.55,2237.25,2275.2,3474657.0
2025-02-06,2287.2,2298.9,2260.25,2263.4,1285982.0
2025-02-07,2266.0,2276.3,2243.2,2271.0,1336756.0
2025-02-10,2271.05,2278.0,2254.0,2270.15,1181565.0
2025-02-11,2279.0,2282.9,2226.0,2240.85,1607952.0
2025-02-12,2241.85,2247.95,2185.7,2228.25,1181718.0
2025-02-13,2228.25,2249.95,2220.0,2236.4,921923.0
2025-02-14,2236.4,2250.55,2203.0,2231.3,1380052.0
2025-02-17,2231.3,2260.0,2226.05,2250.85,923979.0
2025-02-18,2248.0,2251.95,2218.75,2237.6,735853.0
2025-02-19,2237.6,2249.8,2226.1,2239.1,645236.0
2025-02-20,2239.1,2257.1,2231.05,2249.05,637444.0
2025-02-21,2249.05,2265.8,2237.0,2257.6,755633.0
2025-02-24,2245.9,2259.0,2241.0,2246.2,765060.0
2025-02-25,2246.2,2257.1,2217.7,2224.75,947724.0
2025-02-27,2214.0,2228.4,2198.0,2213.65,1027196.0
2025-02-28,2210.0,2211.35,2175.8,2179.75,1701193.0
2025-03-03,2179.75,2193.35,2129.0,2166.4,959075.0
2025-03-04,2154.05,2159.85,2124.75,2132.1,2181015.0
2025-03-05,2132.0,2182.8,2124.75,2164.15,1535212.0
2025-03-06,2189.85,2275.0,2183.1,2267.7,1985096.0
2025-03-07,2267.7,2277.95,2248.0,2270.0,921429.0
2025-03-10,2270.0,2293.0,2261.85,2278.6,1072395.0
2025-03-11,2274.0,2290.9,2257.9,2287.4,601228.0
2025-03-12,2287.4,2295.95,2247.0,2251.3,749232.0
2025-03-13,2255.25,2257.2,2222.5,2231.3,747500.0
2025-03-17,2205.0,2239.25,2196.05,2219.55,838016.0
2025-03-18,2230.65,2290.0,2222.75,2273.95,816364.0
2025-03-19,2274.0,2287.95,2267.85,2280.7,663342.0
2025-03-20,2290.0,2307.0,2268.75,2287.2,1166849.0
2025-03-21,2291.65,2314.5,2277.85,2300.4,1624115.0
2025-03-24,2302.4,2330.25,2302.1,2322.5,1100353.0
